Site.ID,Transect,Event,Year,Month,Core.Area.m2,Depth,Live.Roots.g,Dead.Roots.g,Dead.Macro.Organic.g,Live.Change.g,Dead.Change.g,Interval.Production.g,Sum.Intervals.g,Total NAPP.g.m-2.y-1
CRMS0331,3,T7,2014,02,0.00785,C 15-30,NA,NA,NA,NA,NA,NA,NA,NA
CRMS0331,3,T8,2014,05,0.00785,C 15-30,NA,NA,NA,NA,NA,NA,NA,NA
CRMS0331,3,T9,2014,07,0.00785,C 15-30,NA,NA,NA,NA,NA,NA,NA,NA
CRMS0331,4,T1,2012,06,0.00785,C 15-30,0.3,5.65,18.8,-0.3,-5.65,0,9.3,592.36
CRMS0331,4,T2,2012,10,0.00785,C 15-30,0,0,0,0.34,2.35,2.69,NA,NA
CRMS0331,4,T3,2013,02,0.00785,C 15-30,0.34,2.35,11.06,0.73,3.12,3.85,NA,NA
CRMS0331,4,T4,2013,05,0.00785,C 15-30,1.07,5.47,15.63,NA,NA,NA,NA,NA
CRMS0331,4,T5,2013,07,0.00785,C 15-30,NA,NA,NA,NA,NA,NA,NA,NA
CRMS0331,4,T6,2013,10,0.00785,C 15-30,0,1.87,4.73,0,2.76,2.76,NA,NA
CRMS0331,4,T7,2014,02,0.00785,C 15-30,0,4.63,14.55,NA,NA,NA,NA,NA
CRMS0331,4,T8,2014,05,0.00785,C 15-30,NA,NA,NA,NA,NA,NA,NA,NA
CRMS0331,4,T9,2014,07,0.00785,C 15-30,0,0.09,0.15,NA,NA,NA,NA,NA
CRMS0331,5,T1,2012,06,0.00785,C 15-30,0.37,4.73,6.73,-0.37,-4.73,0,4.43,282.17
CRMS0331,5,T2,2012,10,0.00785,C 15-30,0,0,0,0.16,3.92,4.08,NA,NA
CRMS0331,5,T3,2013,02,0.00785,C 15-30,0.16,3.92,14.73,0.35,-1.43,0.35,NA,NA
CRMS0331,5,T4,2013,05,0.00785,C 15-30,0.51,2.49,12.06,NA,NA,NA,NA,NA
CRMS0331,5,T5,2013,07,0.00785,C 15-30,NA,NA,NA,NA,NA,NA,NA,NA
CRMS0331,5,T6,2013,10,0.00785,C 15-30,0.64,6.34,6.98,NA,NA,NA,NA,NA
CRMS0331,5,T7,2014,02,0.00785,C 15-30,NA,NA,NA,NA,NA,NA,NA,NA
CRMS0331,5,T8,2014,05,0.00785,C 15-30,NA,NA,NA,NA,NA,NA,NA,NA
CRMS0331,5,T9,2014,07,0.00785,C 15-30,0,0.12,5.41,NA,NA,NA,NA,NA
CRMS0337,1,T1,2012,06,0.00785,A 0-7.5,9.51,4.58,1.15,-3.73,0.01,0,19.76,1258.60
CRMS0337,1,T2,2012,10,0.00785,A 0-7.5,5.78,4.59,1.85,4.76,-0.56,4.76,NA,NA
CRMS0337,1,T3,2013,02,0.00785,A 0-7.5,10.54,4.03,1.04,-2.78,-1.47,0,NA,NA
CRMS0337,1,T4,2013,05,0.00785,A 0-7.5,7.76,2.56,0.96,6.92,-0.82,6.92,NA,NA
CRMS0337,1,T5,2013,07,0.00785,A 0-7.5,14.68,1.74,1.28,-13.14,1.75,0,NA,NA
CRMS0337,1,T6,2013,10,0.00785,A 0-7.5,1.54,3.49,0.84,-1.52,1.31,0,NA,NA
CRMS0337,1,T7,2014,02,0.00785,A 0-7.5,0.02,4.8,1.23,0.05,-2.47,0.05,NA,NA
CRMS0337,1,T8,2014,05,0.00785,A 0-7.5,0.07,2.33,0.72,5.39,2.64,8.03,NA,NA
CRMS0337,1,T9,2014,07,0.00785,A 0-7.5,5.46,4.97,2.46,NA,NA,NA,NA,NA
CRMS0337,2,T1,2012,06,0.00785,A 0-7.5,12.24,1.48,1.51,-10.83,2.57,0,23.83,1517.83
CRMS0337,2,T2,2012,10,0.00785,A 0-7.5,1.41,4.05,1.2,9.84,-0.42,9.84,NA,NA
CRMS0337,2,T3,2013,02,0.00785,A 0-7.5,11.25,3.63,1.32,-8.57,-1.52,0,NA,NA
CRMS0337,2,T4,2013,05,0.00785,A 0-7.5,2.68,2.11,0.83,6.28,-1.4,6.28,NA,NA
CRMS0337,2,T5,2013,07,0.00785,A 0-7.5,8.96,0.71,0.99,-8.21,1.79,0,NA,NA
CRMS0337,2,T6,2013,10,0.00785,A 0-7.5,0.75,2.5,0.85,-0.69,-0.85,0,NA,NA
CRMS0337,2,T7,2014,02,0.00785,A 0-7.5,0.06,1.65,2.24,0.09,2.87,2.96,NA,NA
CRMS0337,2,T8,2014,05,0.00785,A 0-7.5,0.15,4.52,1.26,0.15,4.6,4.75,NA,NA
CRMS0337,2,T9,2014,07,0.00785,A 0-7.5,0.3,9.12,1.48,NA,NA,NA,NA,NA
CRMS0337,3,T1,2012,06,0.00785,A 0-7.5,11.19,1.99,2.71,-3.94,-0.84,0,17.6,1121.02
CRMS0337,3,T2,2012,10,0.00785,A 0-7.5,7.25,1.15,0.6,3.45,1.9,5.35,NA,NA
CRMS0337,3,T3,2013,02,0.00785,A 0-7.5,10.7,3.05,1.87,-3.41,-2.48,0,NA,NA
CRMS0337,3,T4,2013,05,0.00785,A 0-7.5,7.29,0.57,1.95,-0.46,5.99,5.53,NA,NA
CRMS0337,3,T5,2013,07,0.00785,A 0-7.5,6.83,6.56,2.09,5.47,-3.98,5.47,NA,NA
CRMS0337,3,T6,2013,10,0.00785,A 0-7.5,12.3,2.58,1.7,-12.3,1.27,0,NA,NA
CRMS0337,3,T7,2014,02,0.00785,A 0-7.5,0,3.85,1.59,0,-2.5,0,NA,NA
CRMS0337,3,T8,2014,05,0.00785,A 0-7.5,0,1.35,0.35,0.03,1.22,1.25,NA,NA
CRMS0337,3,T9,2014,07,0.00785,A 0-7.5,0.03,2.57,1.23,NA,NA,NA,NA,NA
CRMS0337,4,T1,2012,06,0.00785,A 0-7.5,0.04,2.4,1.44,5.82,-1.35,5.82,30.2,1923.57
CRMS0337,4,T2,2012,10,0.00785,A 0-7.5,5.86,1.05,0.94,4.92,3.35,8.27,NA,NA
CRMS0337,4,T3,2013,02,0.00785,A 0-7.5,10.78,4.4,1.91,-10.75,-1.3,0,NA,NA
CRMS0337,4,T4,2013,05,0.00785,A 0-7.5,0.03,3.1,2.82,9.07,3.73,12.8,NA,NA
CRMS0337,4,T5,2013,07,0.00785,A 0-7.5,9.1,6.83,2.52,-9.1,-5.61,0,NA,NA
CRMS0337,4,T6,2013,10,0.00785,A 0-7.5,0,1.22,1.43,0,3.07,3.07,NA,NA
CRMS0337,4,T7,2014,02,0.00785,A 0-7.5,0,4.29,4.1,0,-1.91,0,NA,NA
CRMS0337,4,T8,2014,05,0.00785,A 0-7.5,0,2.38,2.55,0,0.24,0.24,NA,NA
CRMS0337,4,T9,2014,07,0.00785,A 0-7.5,0,2.62,0.98,NA,NA,NA,NA,NA
CRMS0337,5,T1,2012,06,0.00785,A 0-7.5,3.98,1.29,0.99,-3.98,-0.23,0,27.83,1772.61
CRMS0337,5,T2,2012,10,0.00785,A 0-7.5,0,1.06,1.2,7.37,3.33,10.7,NA,NA
CRMS0337,5,T3,2013,02,0.00785,A 0-7.5,7.37,4.39,2.29,-5.42,-2.17,0,NA,NA
CRMS0337,5,T4,2013,05,0.00785,A 0-7.5,1.95,2.22,1.51,0.49,2.31,2.8,NA,NA
CRMS0337,5,T5,2013,07,0.00785,A 0-7.5,2.44,4.53,2.3,-2.29,3.52,1.23,NA,NA
CRMS0337,5,T6,2013,10,0.00785,A 0-7.5,0.15,8.05,1.6,12.84,-7.92,12.84,NA,NA
CRMS0337,5,T7,2014,02,0.00785,A 0-7.5,12.99,0.13,0.94,-12.99,6.2,0,NA,NA
CRMS0337,5,T8,2014,05,0.00785,A 0-7.5,0,6.33,1.26,0.26,-1.22,0.26,NA,NA
CRMS0337,5,T9,2014,07,0.00785,A 0-7.5,0.26,5.11,0.76,NA,NA,NA,NA,NA
CRMS0337,1,T1,2012,06,0.00785,B 7.5-15,5.29,9.71,2.11,1.37,-4.03,1.37,15.78,1005.10
CRMS0337,1,T2,2012,10,0.00785,B 7.5-15,6.66,5.68,1.89,-1.3,-1.68,0,NA,NA
CRMS0337,1,T3,2013,02,0.00785,B 7.5-15,5.36,4,0.79,-4.9,9.5,4.6,NA,NA
CRMS0337,1,T4,2013,05,0.00785,B 7.5-15,0.46,13.5,2.02,0.43,-4.54,0.43,NA,NA
CRMS0337,1,T5,2013,07,0.00785,B 7.5-15,0.89,8.96,2.17,-0.16,-2.32,0,NA,NA
CRMS0337,1,T6,2013,10,0.00785,B 7.5-15,0.73,6.64,1.06,-0.15,4.62,4.47,NA,NA
CRMS0337,1,T7,2014,02,0.00785,B 7.5-15,0.58,11.26,1.42,-0.49,-3.5,0,NA,NA
CRMS0337,1,T8,2014,05,0.00785,B 7.5-15,0.09,7.76,1.72,1.77,3.14,4.91,NA,NA
CRMS0337,1,T9,2014,07,0.00785,B 7.5-15,1.86,10.9,3.27,NA,NA,NA,NA,NA
CRMS0337,2,T1,2012,06,0.00785,B 7.5-15,7.4,19.53,0.74,-0.37,-11.08,0,11.05,703.82
CRMS0337,2,T2,2012,10,0.00785,B 7.5-15,7.03,8.45,1.47,-0.61,-4.2,0,NA,NA
CRMS0337,2,T3,2013,02,0.00785,B 7.5-15,6.42,4.25,0.81,-5.79,2.12,0,NA,NA
CRMS0337,2,T4,2013,05,0.00785,B 7.5-15,0.63,6.37,1.09,0.28,3.57,3.85,NA,NA
CRMS0337,2,T5,2013,07,0.00785,B 7.5-15,0.91,9.94,0.43,-0.49,-4.31,0,NA,NA
CRMS0337,2,T6,2013,10,0.00785,B 7.5-15,0.42,5.63,7.57,0.73,2.58,3.31,NA,NA
CRMS0337,2,T7,2014,02,0.00785,B 7.5-15,1.15,8.21,1.98,-1.15,5,3.85,NA,NA
CRMS0337,2,T8,2014,05,0.00785,B 7.5-15,0,13.21,1.91,0.04,-0.65,0.04,NA,NA
CRMS0337,2,T9,2014,07,0.00785,B 7.5-15,0.04,12.56,2.16,NA,NA,NA,NA,NA
CRMS0337,3,T1,2012,06,0.00785,B 7.5-15,2.25,6.21,1.73,0.2,1.35,1.55,10.15,646.50
CRMS0337,3,T2,2012,10,0.00785,B 7.5-15,2.45,7.56,0.62,1.75,2.19,3.94,NA,NA
CRMS0337,3,T3,2013,02,0.00785,B 7.5-15,4.2,9.75,1.62,-3.25,-2.48,0,NA,NA
CRMS0337,3,T4,2013,05,0.00785,B 7.5-15,0.95,7.27,1.88,-0.9,-0.86,0,NA,NA
CRMS0337,3,T5,2013,07,0.00785,B 7.5-15,0.05,6.41,1.11,0.86,2.49,3.35,NA,NA
CRMS0337,3,T6,2013,10,0.00785,B 7.5-15,0.91,8.9,0.91,-0.67,1.96,1.29,NA,NA
CRMS0337,3,T7,2014,02,0.00785,B 7.5-15,0.24,10.86,2.82,0.02,-6.03,0.02,NA,NA
CRMS0337,3,T8,2014,05,0.00785,B 7.5-15,0.26,4.83,1.01,NA,NA,NA,NA,NA
CRMS0337,3,T9,2014,07,0.00785,B 7.5-15,NA,NA,NA,NA,NA,NA,NA,NA
CRMS0337,4,T1,2012,06,0.00785,B 7.5-15,0,6.72,1.11,0.61,-2.44,0.61,20.34,1295.54
CRMS0337,4,T2,2012,10,0.00785,B 7.5-15,0.61,4.28,3.92,6.54,0.26,6.8,NA,NA
CRMS0337,4,T3,2013,02,0.00785,B 7.5-15,7.15,4.54,1.37,-7.14,-1.3,0,NA,NA
CRMS0337,4,T4,2013,05,0.00785,B 7.5-15,0.01,3.24,2.39,-0.01,1.8,1.79,NA,NA
CRMS0337,4,T5,2013,07,0.00785,B 7.5-15,0,5.04,1.83,0,6.17,6.17,NA,NA
CRMS0337,4,T6,2013,10,0.00785,B 7.5-15,0,11.21,3.29,0,-9.43,0,NA,NA
CRMS0337,4,T7,2014,02,0.00785,B 7.5-15,0,1.78,3.42,0,1.17,1.17,NA,NA
CRMS0337,4,T8,2014,05,0.00785,B 7.5-15,0,2.95,4.97,0,3.8,3.8,NA,NA
CRMS0337,4,T9,2014,07,0.00785,B 7.5-15,0,6.75,2.43,NA,NA,NA,NA,NA
CRMS0337,5,T1,2012,06,0.00785,B 7.5-15,0.61,6.64,0.53,-0.61,-4.95,0,21.1,1343.95
CRMS0337,5,T2,2012,10,0.00785,B 7.5-15,0,1.69,11.35,0.85,10.56,11.41,NA,NA
CRMS0337,5,T3,2013,02,0.00785,B 7.5-15,0.85,12.25,1.88,-0.85,-4.49,0,NA,NA
CRMS0337,5,T4,2013,05,0.00785,B 7.5-15,0,7.76,1.85,0,-3.08,0,NA,NA
CRMS0337,5,T5,2013,07,0.00785,B 7.5-15,0,4.68,2.56,0,7.69,7.69,NA,NA
CRMS0337,5,T6,2013,10,0.00785,B 7.5-15,0,12.37,1.87,2,-0.02,2,NA,NA
CRMS0337,5,T7,2014,02,0.00785,B 7.5-15,2,12.35,2.38,-2,-6.4,0,NA,NA
CRMS0337,5,T8,2014,05,0.00785,B 7.5-15,0,5.95,2.78,NA,NA,NA,NA,NA
CRMS0337,5,T9,2014,07,0.00785,B 7.5-15,NA,NA,NA,NA,NA,NA,NA,NA
CRMS0337,1,T1,2012,06,0.00785,C 15-30,0,19.3,1.91,1.55,-2.84,1.55,10.09,642.68
CRMS0337,1,T2,2012,10,0.00785,C 15-30,1.55,16.46,4,-1.55,4.23,2.68,NA,NA
CRMS0337,1,T3,2013,02,0.00785,C 15-30,0,20.69,1.63,-0.01,0.15,0.14,NA,NA
CRMS0337,1,T4,2013,05,0.00785,C 15-30,-0.01,20.84,2.39,0.19,0.68,0.87,NA,NA
CRMS0337,1,T5,2013,07,0.00785,C 15-30,0.18,21.52,3.36,-0.18,-4.27,0,NA,NA
CRMS0337,1,T6,2013,10,0.00785,C 15-30,0,17.25,2.3,1.84,1.11,2.95,NA,NA
CRMS0337,1,T7,2014,02,0.00785,C 15-30,1.84,18.36,3.93,-1.84,-7.06,0,NA,NA
CRMS0337,1,T8,2014,05,0.00785,C 15-30,0,11.3,3.8,0,1.9,1.9,NA,NA
CRMS0337,1,T9,2014,07,0.00785,C 15-30,0,13.2,4.54,NA,NA,NA,NA,NA
CRMS0337,2,T1,2012,06,0.00785,C 15-30,0.26,4.21,1.66,0.11,5.05,5.16,24.02,1529.94
CRMS0337,2,T2,2012,10,0.00785,C 15-30,0.37,9.26,2.78,0.31,9.78,10.09,NA,NA
CRMS0337,2,T3,2013,02,0.00785,C 15-30,0.68,19.04,1.6,-0.27,-4.36,0,NA,NA
CRMS0337,2,T4,2013,05,0.00785,C 15-30,0.41,14.68,2.1,-0.41,8.58,8.17,NA,NA
CRMS0337,2,T5,2013,07,0.00785,C 15-30,0,23.26,1.72,0.6,-3.61,0.6,NA,NA
CRMS0337,2,T6,2013,10,0.00785,C 15-30,0.6,19.65,1.86,-0.3,-7.86,0,NA,NA
CRMS0337,2,T7,2014,02,0.00785,C 15-30,0.3,11.79,2.46,-0.3,-1.34,0,NA,NA
CRMS0337,2,T8,2014,05,0.00785,C 15-30,0,10.45,4.08,NA,NA,NA,NA,NA
CRMS0337,2,T9,2014,07,0.00785,C 15-30,NA,NA,NA,NA,NA,NA,NA,NA
CRMS0337,3,T1,2012,06,0.00785,C 15-30,0,22.73,2.33,0.59,-12.78,0.59,17.86,1137.58
CRMS0337,3,T2,2012,10,0.00785,C 15-30,0.59,9.95,1.88,-0.27,6.87,6.6,NA,NA
CRMS0337,3,T3,2013,02,0.00785,C 15-30,0.32,16.82,2.34,-0.1,-4.29,0,NA,NA
CRMS0337,3,T4,2013,05,0.00785,C 15-30,0.22,12.53,2.17,-0.07,4.45,4.38,NA,NA
CRMS0337,3,T5,2013,07,0.00785,C 15-30,0.15,16.98,2.31,0.15,5.69,5.84,NA,NA
CRMS0337,3,T6,2013,10,0.00785,C 15-30,0.3,22.67,1.89,0.45,-2.54,0.45,NA,NA
CRMS0337,3,T7,2014,02,0.00785,C 15-30,0.75,20.13,2.73,-0.75,-14.38,0,NA,NA
CRMS0337,3,T8,2014,05,0.00785,C 15-30,0,5.75,0,NA,NA,NA,NA,NA
CRMS0337,3,T9,2014,07,0.00785,C 15-30,NA,NA,NA,NA,NA,NA,NA,NA
CRMS0337,4,T1,2012,06,0.00785,C 15-30,0,22.85,1.65,0.07,-20.58,0.07,37.09,2362.42
CRMS0337,4,T2,2012,10,0.00785,C 15-30,0.07,2.27,6.48,0.45,19.7,20.15,NA,NA
CRMS0337,4,T3,2013,02,0.00785,C 15-30,0.52,21.97,2.12,-0.52,-13.02,0,NA,NA
CRMS0337,4,T4,2013,05,0.00785,C 15-30,0,8.95,1.95,0,1.72,1.72,NA,NA
CRMS0337,4,T5,2013,07,0.00785,C 15-30,0,10.67,2.51,0,9.72,9.72,NA,NA
CRMS0337,4,T6,2013,10,0.00785,C 15-30,0,20.39,3.72,0,-10.57,0,NA,NA
CRMS0337,4,T7,2014,02,0.00785,C 15-30,0,9.82,12.38,0,-1.58,0,NA,NA
CRMS0337,4,T8,2014,05,0.00785,C 15-30,0,8.24,10.06,0,5.43,5.43,NA,NA
CRMS0337,4,T9,2014,07,0.00785,C 15-30,0,13.67,5.7,NA,NA,NA,NA,NA
CRMS0337,5,T1,2012,06,0.00785,C 15-30,0,24.83,4.86,0.2,-22,0.2,27.89,1776.43
CRMS0337,5,T2,2012,10,0.00785,C 15-30,0.2,2.83,3.41,-0.17,18.14,17.97,NA,NA
CRMS0337,5,T3,2013,02,0.00785,C 15-30,0.03,20.97,1.67,-0.03,-7.64,0,NA,NA
CRMS0337,5,T4,2013,05,0.00785,C 15-30,0,13.33,2.51,0,1.93,1.93,NA,NA
CRMS0337,5,T5,2013,07,0.00785,C 15-30,0,15.26,7.64,0,7.62,7.62,NA,NA
CRMS0337,5,T6,2013,10,0.00785,C 15-30,0,22.88,5.01,0.17,-2.64,0.17,NA,NA
CRMS0337,5,T7,2014,02,0.00785,C 15-30,0.17,20.24,4.5,-0.17,-13.33,0,NA,NA
CRMS0337,5,T8,2014,05,0.00785,C 15-30,0,6.91,8.05,NA,NA,NA,NA,NA
CRMS0337,5,T9,2014,07,0.00785,C 15-30,NA,NA,NA,NA,NA,NA,NA,NA
CRMS0367,1,T1,2012,06,0.00785,A 0-7.5,7.26,3.89,5.06,-3.3,-0.63,0,22.1,1407.64
CRMS0367,1,T2,2012,10,0.00785,A 0-7.5,3.96,3.26,1.8,-0.82,-1.97,0,NA,NA
CRMS0367,1,T3,2013,02,0.00785,A 0-7.5,3.14,1.29,1.87,4.88,1.48,6.36,NA,NA
CRMS0367,1,T4,2013,05,0.00785,A 0-7.5,8.02,2.77,4.54,-3.15,1.39,0,NA,NA
CRMS0367,1,T5,2013,07,0.00785,A 0-7.5,4.87,4.16,4.85,8.86,6.88,15.74,NA,NA
CRMS0367,1,T6,2013,10,0.00785,A 0-7.5,13.73,11.04,4.94,-13.06,-3.46,0,NA,NA
CRMS0367,1,T7,2014,02,0.00785,A 0-7.5,0.67,7.58,3.23,NA,NA,NA,NA,NA
CRMS0367,1,T8,2014,05,0.00785,A 0-7.5,NA,NA,NA,NA,NA,NA,NA,NA
CRMS0367,1,T9,2014,07,0.00785,A 0-7.5,0.03,0.89,1.76,NA,NA,NA,NA,NA
CRMS0367,2,T1,2012,06,0.00785,A 0-7.5,4.12,1.86,6.66,5.48,2.78,8.26,41.36,2634.39
CRMS0367,2,T2,2012,10,0.00785,A 0-7.5,9.6,4.64,1.29,-2.85,-0.72,0,NA,NA
CRMS0367,2,T3,2013,02,0.00785,A 0-7.5,6.75,3.92,2.24,11.62,5.27,16.89,NA,NA
CRMS0367,2,T4,2013,05,0.00785,A 0-7.5,18.37,9.19,6.12,-12.54,-5.72,0,NA,NA
CRMS0367,2,T5,2013,07,0.00785,A 0-7.5,5.83,3.47,2.55,7.29,6.09,13.38,NA,NA
CRMS0367,2,T6,2013,10,0.00785,A 0-7.5,13.12,9.56,3.31,-13,-5.42,0,NA,NA
CRMS0367,2,T7,2014,02,0.00785,A 0-7.5,0.12,4.14,6.66,-0.12,-4.1,0,NA,NA
CRMS0367,2,T8,2014,05,0.00785,A 0-7.5,0,0.04,0.59,0.02,2.81,2.83,NA,NA
CRMS0367,2,T9,2014,07,0.00785,A 0-7.5,0.02,2.85,4.08,NA,NA,NA,NA,NA
CRMS0367,3,T1,2012,06,0.00785,A 0-7.5,0.05,2.26,3.55,4.29,1.84,6.13,23.26,1481.53
CRMS0367,3,T2,2012,10,0.00785,A 0-7.5,4.34,4.1,4.82,-0.43,-0.33,0,NA,NA
CRMS0367,3,T3,2013,02,0.00785,A 0-7.5,3.91,3.77,0.98,-3.91,-2.13,0,NA,NA
CRMS0367,3,T4,2013,05,0.00785,A 0-7.5,0,1.64,3.05,7.7,0.81,8.51,NA,NA
CRMS0367,3,T5,2013,07,0.00785,A 0-7.5,7.7,2.45,3.71,-0.94,8.24,7.3,NA,NA
CRMS0367,3,T6,2013,10,0.00785,A 0-7.5,6.76,10.69,4.01,-1.91,3.23,1.32,NA,NA
CRMS0367,3,T7,2014,02,0.00785,A 0-7.5,4.85,13.92,3.3,NA,NA,NA,NA,NA
CRMS0367,3,T8,2014,05,0.00785,A 0-7.5,NA,NA,NA,NA,NA,NA,NA,NA
CRMS0367,3,T9,2014,07,0.00785,A 0-7.5,0,1.86,3.63,NA,NA,NA,NA,NA
CRMS0367,4,T1,2012,06,0.00785,A 0-7.5,6.18,1.31,4.56,-1.53,3.77,2.24,16.5,1050.96
CRMS0367,4,T2,2012,10,0.00785,A 0-7.5,4.65,5.08,1.09,-2.34,-3.76,0,NA,NA
CRMS0367,4,T3,2013,02,0.00785,A 0-7.5,2.31,1.32,1.32,0.88,2.52,3.4,NA,NA
CRMS0367,4,T4,2013,05,0.00785,A 0-7.5,3.19,3.84,9.42,2.04,1.85,3.89,NA,NA
CRMS0367,4,T5,2013,07,0.00785,A 0-7.5,5.23,5.69,7.01,3.09,1.15,4.24,NA,NA
CRMS0367,4,T6,2013,10,0.00785,A 0-7.5,8.32,6.84,2.73,2.73,-5.24,2.73,NA,NA
CRMS0367,4,T7,2014,02,0.00785,A 0-7.5,11.05,1.6,4.37,-7.59,3.68,0,NA,NA
CRMS0367,4,T8,2014,05,0.00785,A 0-7.5,3.46,5.28,2.48,-3.45,-3.46,0,NA,NA
CRMS0367,4,T9,2014,07,0.00785,A 0-7.5,0.01,1.82,3.42,NA,NA,NA,NA,NA
CRMS0367,5,T1,2012,06,0.00785,A 0-7.5,9.37,2.3,4.8,-4.17,2.29,0,22.17,1412.10
CRMS0367,5,T2,2012,10,0.00785,A 0-7.5,5.2,4.59,1.68,2.4,-1.29,2.4,NA,NA
CRMS0367,5,T3,2013,02,0.00785,A 0-7.5,7.6,3.3,1.62,-4.28,4.38,0.1,NA,NA
CRMS0367,5,T4,2013,05,0.00785,A 0-7.5,3.32,7.68,3.39,-2.3,-5.39,0,NA,NA
CRMS0367,5,T5,2013,07,0.00785,A 0-7.5,1.02,2.29,3.96,8.84,5.51,14.35,NA,NA
CRMS0367,5,T6,2013,10,0.00785,A 0-7.5,9.86,7.8,3.77,-8.44,-1.62,0,NA,NA
CRMS0367,5,T7,2014,02,0.00785,A 0-7.5,1.42,6.18,4.22,5.32,-6.18,5.32,NA,NA
CRMS0367,5,T8,2014,05,0.00785,A 0-7.5,6.74,0,1.73,-6.74,2.08,0,NA,NA
CRMS0367,5,T9,2014,07,0.00785,A 0-7.5,0,2.08,3.78,NA,NA,NA,NA,NA
CRMS0367,1,T1,2012,06,0.00785,B 7.5-15,0.26,3.54,3.17,-0.04,-0.35,0,20.84,1327.39
CRMS0367,1,T2,2012,10,0.00785,B 7.5-15,0.22,3.19,1.95,6.63,-0.55,6.63,NA,NA
CRMS0367,1,T3,2013,02,0.00785,B 7.5-15,6.85,2.64,2.06,-5.82,1.27,0,NA,NA
CRMS0367,1,T4,2013,05,0.00785,B 7.5-15,1.03,3.91,5.33,0.52,-2.87,0.52,NA,NA
CRMS0367,1,T5,2013,07,0.00785,B 7.5-15,1.55,1.04,5.14,4.66,9.03,13.69,NA,NA
CRMS0367,1,T6,2013,10,0.00785,B 7.5-15,6.21,10.07,3.39,-5.7,-6.57,0,NA,NA
CRMS0367,1,T7,2014,02,0.00785,B 7.5-15,0.51,3.5,2.31,NA,NA,NA,NA,NA
CRMS0367,1,T8,2014,05,0.00785,B 7.5-15,NA,NA,NA,NA,NA,NA,NA,NA
CRMS0367,1,T9,2014,07,0.00785,B 7.5-15,0,0.06,0.31,NA,NA,NA,NA,NA
CRMS0367,2,T1,2012,06,0.00785,B 7.5-15,0.11,0.94,0.75,10.79,4.62,15.41,33.27,2119.11
CRMS0367,2,T2,2012,10,0.00785,B 7.5-15,10.9,5.56,5.89,-6.89,-1.29,0,NA,NA
CRMS0367,2,T3,2013,02,0.00785,B 7.5-15,4.01,4.27,1.19,6.11,5.83,11.94,NA,NA
CRMS0367,2,T4,2013,05,0.00785,B 7.5-15,10.12,10.1,5.9,-6.28,-6.73,0,NA,NA
CRMS0367,2,T5,2013,07,0.00785,B 7.5-15,3.84,3.37,1.97,1.34,4.58,5.92,NA,NA
CRMS0367,2,T6,2013,10,0.00785,B 7.5-15,5.18,7.95,2.19,-4.83,-4.41,0,NA,NA
CRMS0367,2,T7,2014,02,0.00785,B 7.5-15,0.35,3.54,3.51,-0.35,-3.41,0,NA,NA
CRMS0367,2,T8,2014,05,0.00785,B 7.5-15,0,0.13,1.28,NA,NA,NA,NA,NA
CRMS0367,2,T9,2014,07,0.00785,B 7.5-15,NA,NA,NA,NA,NA,NA,NA,NA
CRMS0367,3,T1,2012,06,0.00785,B 7.5-15,0,0.91,2.97,2.39,2.25,4.64,15.59,992.99
CRMS0367,3,T2,2012,10,0.00785,B 7.5-15,2.39,3.16,3.14,-0.95,-2.15,0,NA,NA
CRMS0367,3,T3,2013,02,0.00785,B 7.5-15,1.44,1.01,2.63,-1.44,-0.15,0,NA,NA
CRMS0367,3,T4,2013,05,0.00785,B 7.5-15,0,0.86,3.08,5.42,5.53,10.95,NA,NA
CRMS0367,3,T5,2013,07,0.00785,B 7.5-15,5.42,6.39,6.47,NA,NA,NA,NA,NA
CRMS0367,3,T6,2013,10,0.00785,B 7.5-15,NA,NA,NA,NA,NA,NA,NA,NA
CRMS0367,3,T7,2014,02,0.00785,B 7.5-15,3.3,19.07,4.51,NA,NA,NA,NA,NA
CRMS0367,3,T8,2014,05,0.00785,B 7.5-15,NA,NA,NA,NA,NA,NA,NA,NA
CRMS0367,3,T9,2014,07,0.00785,B 7.5-15,0,0.53,1.45,NA,NA,NA,NA,NA
CRMS0367,4,T1,2012,06,0.00785,B 7.5-15,2.58,3.98,3.57,0.78,-0.37,0.78,17.43,1110.19
CRMS0367,4,T2,2012,10,0.00785,B 7.5-15,3.36,3.61,1.11,4.71,-1.69,4.71,NA,NA
CRMS0367,4,T3,2013,02,0.00785,B 7.5-15,8.07,1.92,1.04,-7.75,7.55,0,NA,NA
CRMS0367,4,T4,2013,05,0.00785,B 7.5-15,0.32,9.47,8.02,0.81,-7.31,0.81,NA,NA
CRMS0367,4,T5,2013,07,0.00785,B 7.5-15,1.13,2.16,8.48,0.84,1.96,2.8,NA,NA
CRMS0367,4,T6,2013,10,0.00785,B 7.5-15,1.97,4.12,2.85,2.82,5.51,8.33,NA,NA
CRMS0367,4,T7,2014,02,0.00785,B 7.5-15,4.79,9.63,7.35,NA,NA,NA,NA,NA
CRMS0367,4,T8,2014,05,0.00785,B 7.5-15,NA,NA,NA,NA,NA,NA,NA,NA
CRMS0367,4,T9,2014,07,0.00785,B 7.5-15,NA,NA,NA,NA,NA,NA,NA,NA
CRMS0367,5,T1,2012,06,0.00785,B 7.5-15,4.29,2.92,6.6,-2.84,-0.12,0,30.01,1911.46
